Name,Icon (Male),Icon (Female),Equip Slot,Caption,Weight,Damage Negation (Physical),Damage Negation (VS Strike),Damage Negation (VS Slash),Damage Negation (VS Pierce),Damage Negation (Magic),Damage Negation (Fire),Damage Negation (Lightning),Damage Negation (Holy),Immunity (Poison and Rot),Robustness (Blood),Frost,Focus (Madness),Sleep,Vitality (Death Blight),Poise,Sell Price,Drop Type,Obtainable,ID,Armor Set ID,Armor ID,Icon ID (Male),Icon ID (Female),Model ID,Armor Category,Sort Group ID,Sort ID,Resident SpEffect ID [1],Resident SpEffect ID [2],Resident SpEffect ID [3],Hidden Effect,Physical Negation (Raw),Strike Negation (Raw),Slash Negation (Raw),Pierce Negation (Raw),Magic Negation (Raw),Fire Negation (Raw),Lightning Negation (Raw),Holy Negation (Raw),Info (Unused)
All-Knowing Armor,,-,Body,"Armor set with countless eyes and ears.
Worn by Gideon Ofnir, the All-Knowing.

Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear.

At the end that should not be.",10.7,12.9,11.9,13.5,11.9,12.4,9.5,10.2,8.8,28,46,-,21,-,21,16,1000,White,Yes,590100,59,0100,13861,13861,1210,1,90,608150,-1,-1,-1,,0.871,0.865,0.881,0.881,0.876,0.905,0.898,0.912,"Armor of Gideon Ofnir, the All-Knowing"
All-Knowing Armor (Altered),,-,Body,"Armor set with countless eyes and ears.
Worn by Gideon Ofnir, the All-Knowing.

Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear.

At the end that should not be.",9.3,12.4,10.9,12.9,11.4,11.4,8.8,9.5,8.0,22,38,-,16,-,16,13,1000,Purple,Yes,591100,59,1100,13871,13871,1211,1,90,608160,-1,-1,-1,,0.876,0.871,0.891,0.886,0.886,0.912,0.905,0.92,"Armor of Gideon Ofnir, the All-Knowing"
Royal Knight Armor,,-,Body,"Silver armor of Loretta, a knight who served Miquella's Haligtree.

Loretta was once a royal Carian knight, and her lapis-lazuli blue cape is the emblem of the knightly pride that continues to guide her.",15.5,16.0,14.4,17.5,16.8,14.1,13.3,12.4,13.0,50,67,-,35,-,35,24,1000,Purple,Yes,280100,28,0100,13371,13371,1740,1,90,608170,-1,-1,-1,,0.84,0.825,0.856,0.832,0.859,0.867,0.876,0.87,Armor of an Arbor Sentinel
Royal Knight Armor (Altered),,-,Body,"Silver armor of Loretta, a knight who served Miquella's Haligtree.

Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",15.0,15.8,14.2,17.3,16.6,13.9,13.1,12.2,12.8,45,61,-,32,-,32,21,1000,Purple,Yes,281100,28,1100,13381,13381,1741,1,90,608180,-1,-1,-1,,0.842,0.827,0.858,0.834,0.861,0.869,0.878,0.872,Armor of an Arbor Sentinel
Maliketh's Armor,,-,Body,"Beast's armor made of black iron and decorated with gold.
Worn by Maliketh the Black Blade.

Maliketh, Queen Marika's loyal half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him.

Champions knew what was at stake.
Indeed, that is what made them champions.",12.8,13.5,11.9,14.0,13.5,10.9,11.4,9.5,12.8,35,57,-,24,-,50,19,2000,Purple,Yes,760100,76,0100,14151,14151,1620,1,90,608190,-1,-1,-1,,0.865,0.86,0.881,0.865,0.891,0.886,0.905,0.872,Armor of Maliketh the Black Blade
Maliketh's Armor (Altered),,-,Body,"Beast's armor made of black iron and decorated with gold.
Worn by Maliketh the Black Blade.

Maliketh, Queen Marika's loyal half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him.

Champions knew what was at stake.
Indeed, that is what made them champions.",11.8,12.9,11.4,13.5,12.4,10.2,10.9,8.8,12.6,29,50,-,21,-,42,14,2000,Purple,Yes,761100,76,1100,14161,14161,1621,1,90,608200,-1,-1,-1,,0.871,0.865,0.886,0.876,0.898,0.891,0.912,0.874,Armor of Maliketh the Black Blade
Banished Knight Armor,,-,Body,"Thick, full set of armor covering the entire body.
This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",17.5,18.7,15.0,19.2,17.5,13.5,13.5,13.0,13.3,60,83,-,38,-,42,28,100,White,Yes,200100,20,0100,13221,13221,1650,1,100,609000,-1,-1,-1,,0.813,0.808,0.85,0.825,0.865,0.865,0.87,0.867,"Knight's armor, worn by salt winds and battle"
Banished Knight Armor (Altered),,-,Body,"Thick, full set of armor covering the entire body.
This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",16.5,18.3,14.4,18.7,16.8,13.3,13.3,12.8,13.0,52,69,-,32,-,34,25,100,White,Yes,201100,20,1100,13231,13231,1651,1,100,609010,-1,-1,-1,,0.817,0.813,0.856,0.832,0.867,0.867,0.872,0.87,Armor of a Stormveil Knight
Night's Cavalry Armor,,-,Body,"Pitch-black armor thinly painted with dried blood.
Worn by the Night's Cavalry who ride funeral steeds.

The Night's Cavalry, who now wander the dim roads of night, were once led by the Fell Omen and were deliverers of death for great warriors, knights, and champions.",12.8,14.0,12.9,14.0,13.5,10.9,12.6,10.9,12.6,38,57,-,24,-,24,21,500,White,Yes,230100,23,0100,13281,13281,1690,1,100,609020,-1,-1,-1,,0.86,0.86,0.871,0.865,0.891,0.874,0.891,0.874,Armor covered in blackened bloodstains
Night's Cavalry Armor (Altered),,-,Body,"Pitch-black armor thinly painted with dried blood.
Worn by the Night's Cavalry who ride funeral steeds.

The Night's Cavalry, who now wander the dim roads of night, were once led by the Fell Omen and were deliverers of death for great warriors, knights, and champions.",11.8,13.5,12.4,13.5,12.4,10.2,12.4,10.2,12.4,32,50,-,21,-,21,17,500,White,Yes,231100,23,1100,13291,13291,1691,1,100,609030,-1,-1,-1,,0.865,0.865,0.876,0.876,0.898,0.876,0.898,0.876,Armor covered in blackened bloodstains
Veteran's Armor,,-,Body,"Old armor that has seen many battles.
Worn by Niall, the veteran general of Sol.

Niall was a lone survivor who commanded spirits to defend his long-passed master.

This aging general could not die, nor did he have anywhere to fade away.",18.9,18.7,17.0,18.7,17.5,13.5,14.1,12.8,13.3,63,90,-,46,-,46,37,1000,White,Yes,780100,78,0100,14191,14191,1660,1,100,609040,-1,-1,-1,,0.813,0.813,0.83,0.825,0.865,0.859,0.872,0.867,Veteran General's old armor
Veteran's Armor (Altered),,-,Body,"Old armor that has seen many battles.
Worn by Niall, the veteran general of Sol.

Niall was a lone survivor who commanded spirits to defend his long-passed master.

This aging general could not die, nor did he have anywhere to fade away.",17.2,18.1,16.8,18.5,17.3,13.1,13.6,12.4,12.8,54,75,-,38,-,38,29,1000,Purple,Yes,781100,78,1100,14201,14201,1661,1,100,609050,-1,-1,-1,,0.819,0.815,0.832,0.827,0.869,0.864,0.876,0.872,Veteran General's old armor
Scaled Armor,,-,Body,"Armor worn by Old Knight Istvan.
The corroded metal is reinforced with rock-hard scales, making it highly effective against non-physical attacks.

Istvan is one of a few wizened Tarnished who survive to this day.",16.0,16.0,13.9,16.8,16.0,13.5,14.1,13.0,13.5,57,83,-,38,-,38,27,500,Purple,Yes,80100,8,0100,13041,13041,1120,1,100,609060,-1,-1,-1,,0.84,0.832,0.861,0.84,0.865,0.859,0.87,0.865,Armor made from layered ancient dragon scales
Scaled Armor (Altered),,-,Body,"Armor worn by Old Knight Istvan.
The corroded metal is reinforced with rock-hard scales, making it highly effective against non-physical attacks.

Istvan is one of a few wizened Tarnished who survive to this day.",15.0,15.3,13.4,16.0,15.3,12.8,13.3,12.4,12.8,45,64,-,29,-,29,22,500,Purple,Yes,81100,8,1100,13051,13051,1121,1,100,609070,-1,-1,-1,,0.847,0.84,0.866,0.847,0.872,0.867,0.876,0.872,Armor made of layered ancient dragon scales
Beast Champion Armor,,-,Body,"Silver armor engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",17.5,17.5,16.3,18.7,18.3,13.0,13.8,12.8,13.5,57,90,-,42,-,38,28,200,Purple,Yes,720100,72,0100,14101,14101,1330,1,100,609080,-1,-1,-1,,0.825,0.813,0.837,0.817,0.87,0.862,0.872,0.865,Armor of Belnahr the Traitor
Beast Champion Armor (Altered),,-,Body,"Silver armor engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",16.4,17.2,15.9,18.5,18.2,12.9,13.7,12.7,13.4,50,75,-,34,-,32,25,200,White,Yes,721100,72,1100,14111,14111,1331,1,100,609090,-1,-1,-1,,0.828,0.815,0.841,0.818,0.871,0.863,0.873,0.866,Armor of Belnahr the Traitor
Tree Sentinel Armor,,-,Body,"Golden armor of the heavy cavalry Tree Sentinels who serve the Erdtree.

Adorned with a cape featuring the mark of the sacred tree.

Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",18.9,18.7,15.0,18.7,17.5,13.0,17.1,12.6,14.1,67,90,-,42,-,46,28,1000,White,Yes,270100,27,0100,13351,13351,1730,1,100,609100,-1,-1,-1,,0.813,0.813,0.85,0.825,0.87,0.829,0.874,0.859,Armor of a Tree Sentinel
Tree Sentinel Armor (Altered),,-,Body,"Golden armor of the heavy cavalry Tree Sentinels who serve the Erdtree.

Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",18.1,18.5,14.8,18.5,17.3,12.6,16.4,12.4,14.0,57,75,-,34,-,38,25,1000,White,Yes,271100,27,1100,13361,13361,1731,1,100,609110,-1,-1,-1,,0.815,0.815,0.852,0.827,0.874,0.836,0.876,0.86,Armor of a Tree Sentinel
Malformed Dragon Armor,,-,Body,"Malformed golden armor.
Adorned with various dragon imagery and worn by the misshapen Tree Sentinels.

After the great ancient dragon Gransax attacked, the sentinels had an epiphany. The only way to truly protect the Erdtree was to become dragons themselves.",16.0,16.8,15.0,17.5,16.8,13.0,13.0,13.8,13.0,57,76,-,38,-,38,26,1000,White,Yes,260100,26,0100,13341,13341,1720,1,100,609120,-1,-1,-1,,0.832,0.825,0.85,0.832,0.87,0.87,0.862,0.87,"Malformed, golden armor used by Gnarrl"
Crucible Axe Armor,,-,Body,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord.

Worn by the knight Ordovis and his men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",15.5,17.5,13.9,16.8,16.8,13.0,12.8,11.4,13.5,50,71,-,35,-,35,27,1000,White,Yes,570100,57,0100,13801,13801,2110,1,100,609130,6057010,-1,-1,,0.825,0.832,0.861,0.832,0.87,0.872,0.886,0.865,Armor used by Ordovis of the Crucible and his men
Crucible Axe Armor (Altered),,-,Body,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord.

Worn by the knight Ordovis and his men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",14.9,16.8,13.4,16.0,16.0,12.8,12.6,10.9,13.3,42,61,-,29,-,29,23,1000,White,Yes,572100,57,2100,13821,13821,2111,1,100,609140,6057210,-1,-1,,0.832,0.84,0.866,0.84,0.872,0.874,0.891,0.867,Armor used by Ordovis of the Crucible and his men
Crucible Tree Armor,,-,Body,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord.

Worn by the knight Siluria and her men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",15.5,17.7,13.9,17.5,15.8,13.0,11.9,11.4,14.5,50,71,-,35,-,35,27,1000,White,Yes,571100,57,1100,13811,13811,2115,1,100,609150,6057110,-1,-1,,0.823,0.825,0.861,0.842,0.87,0.881,0.886,0.855,Armor used by Siluria of the Crucible and her men
Crucible Tree Armor (Altered),,-,Body,"Armor of the Crucible Knights who served Godfrey, the first Elden Lord.

Worn by the knight Siluria and her men.

Holds the power of the crucible of life, the primordial form of the Erdtree. Strengthens Aspects of the Crucible incantations.",14.9,17.0,13.4,16.0,15.6,12.8,11.4,10.9,14.1,42,61,-,29,-,29,23,1000,White,Yes,573100,57,3100,13831,13831,2116,1,100,609160,6057310,-1,-1,,0.83,0.84,0.866,0.844,0.872,0.886,0.891,0.859,Armor used by Siluria of the Crucible and her men
Radahn's Lion Armor,,-,Body,"Armor depicting the golden lion.
Worn by General Radahn.

The golden lion is said to symbolize Godfrey, the first Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",17.5,18.7,15.0,18.3,17.5,13.5,14.1,12.6,13.5,60,99,-,42,-,38,28,2000,White,Yes,470100,47,0100,13671,13671,2010,1,100,609170,-1,-1,-1,,0.813,0.817,0.85,0.825,0.865,0.859,0.874,0.865,"Armor of Radahn, God of War"
Radahn's Lion Armor (Altered),,-,Body,"Armor depicting the golden lion.
Worn by General Radahn.

The golden lion is said to symbolize Godfrey, the first Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",16.4,18.5,14.6,17.7,17.0,13.3,14.0,12.4,13.3,52,82,-,34,-,32,24,2000,White,Yes,471100,47,1100,14701,14701,2011,1,100,609180,-1,-1,-1,,0.815,0.823,0.854,0.83,0.867,0.86,0.876,0.867,"Armor of Radahn, God of War"
Lionel's Armor,,-,Body,"Round iron armor with a banner extending from its back.
Worn by Lionel the Lionhearted.

When this chivalrous, dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",21.2,17.5,16.3,19.2,19.7,13.5,14.9,13.0,13.5,63,99,-,42,-,50,37,500,White,Yes,640100,64,0100,13971,13971,1260,1,110,610000,-1,-1,-1,,0.825,0.808,0.837,0.803,0.865,0.851,0.87,0.865,Oddly shaped armor used by foreign knights
Lionel's Armor (Altered),,-,Body,"Round iron armor.
Worn by Lionel the Lionhearted.

When this chivalrous, dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",20.2,17.1,15.9,18.8,19.3,13.1,14.5,12.6,13.1,57,90,-,38,-,45,33,500,White,Yes,641100,64,1100,13981,13981,1261,1,110,610010,-1,-1,-1,,0.829,0.812,0.841,0.807,0.869,0.855,0.874,0.869,Oddly shaped armor used by foreign knights
Bull-Goat Armor,,-,Body,"Great Horned Tragoth's armor. Covers its wearer with a pair of giant horns, providing staunch poise.

Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",26.5,20.4,20.2,18.3,18.3,13.3,13.5,14.9,12.8,71,83,-,46,-,55,47,500,White,Yes,140100,14,0100,13131,13131,1180,1,110,610020,-1,-1,-1,,0.796,0.817,0.798,0.817,0.867,0.865,0.851,0.872,Great Horned Tragoth's armor
Omen Armor,,-,Body,"Malformed armor resembling an Omen with its horns cut off.

Worn by the Dung Eater.
The heavy, sun-shaped medallion represents both the guidance he once saw, and the ring to which it will one day lead.",23.1,18.3,15.0,18.7,18.7,13.0,14.5,14.9,13.8,67,63,-,57,-,76,40,500,White,Yes,970100,97,0100,14631,14631,1490,1,110,610030,6097010,6097011,-1,,0.817,0.813,0.85,0.813,0.87,0.855,0.851,0.862,Armor of a curse gnawed Omen
Fire Prelate Armor,,-,Body,"Black iron armor adorned with a red cloth.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",24.7,19.2,17.0,18.3,18.3,13.5,19.8,13.0,13.3,67,63,-,90,-,50,40,500,White,Yes,360100,36,0100,13521,13521,1830,1,110,610040,-1,-1,-1,,0.808,0.817,0.83,0.817,0.865,0.802,0.87,0.867,Fire Prelate armor adorned with a red cloth
Fire Prelate Armor (Altered),,-,Body,"Black iron armor.
Attire of the Fire Prelates, commanders of the Fire Monks.

The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",23.6,18.7,16.3,17.5,17.5,13.3,18.3,12.8,13.0,57,54,-,75,-,42,37,500,White,Yes,361100,36,1100,13531,13531,1831,1,110,610050,-1,-1,-1,,0.813,0.825,0.837,0.825,0.867,0.817,0.872,0.87,Fire Prelate armor adorned with a red cloth
Ragged Armor,,-,Body,Armor pieced together from scavenged metal.,9.2,9.5,10.2,9.5,9.5,10.9,11.4,11.9,10.9,63,42,-,55,-,55,8,100,White,No,610100,61,0100,13901,13901,1230,1,255,999999,-1,-1,-1,,0.905,0.905,0.898,0.905,0.891,0.886,0.881,0.891,Armor pieced together from scavenged metal
Ragged Armor (Altered),,-,Body,Armor pieced together from scavenged metal.,8.5,9.1,9.8,9.1,9.1,10.5,11.2,11.7,10.5,60,38,-,50,-,50,7,100,White,No,611100,61,1100,13911,13911,1231,1,255,999999,-1,-1,-1,,0.909,0.909,0.902,0.909,0.895,0.888,0.883,0.895,Armor pieced together from scavenged metal
Brave's Battlewear,,-,Body,"Battlewear fashioned from leather armor
adorned with a large sheet of cloth.
Garb worn by warriors of the frigid uplands.

The red cloth signifies participation in the
Long March long, long ago and this ceremonial
garb beseeches the favor of the Warrior King
who led them.",4.1,5.3,5.3,5.3,4.2,12.8,12.4,12.6,12.8,42,23,-,67,-,67,2,500,White,No,700100,70,0100,14071,14071,1320,1,255,999999,-1,-1,-1,,0.947,0.947,0.947,0.958,0.872,0.876,0.874,0.872,Battlewear of a warrior of the frigid uplands
Brave's Battlewear (Altered),,-,Body,"Helm wrapped in thick leather.
Garb worn by warriors of the frigid uplands.",3.2,4.2,4.2,4.2,2.7,12.6,11.9,12.4,12.6,34,19,-,57,-,57,1,500,Purple,No,702000,70,2000,14081,14081,1321,1,255,999999,-1,-1,-1,,0.958,0.958,0.958,0.973,0.874,0.881,0.876,0.874,Battlewear of a warrior of the frigid uplands
Millicent's Robe,,-,Body,Robe worn by Millicent the Rotting,3.2,4.2,4.2,4.2,2.7,12.6,11.9,12.4,12.6,38,21,-,63,-,63,1,500,Purple,No,1950100,195,0100,15361,15361,2590,1,255,999999,-1,-1,-1,,0.958,0.958,0.958,0.973,0.874,0.881,0.876,0.874,Robe worn by Millicent the Rotting
Millicent's Tunic,,-,Body,Tunic worn by Millicent the Rotting,8.3,6.1,6.1,6.1,5.3,13.0,12.6,12.8,13.0,46,24,-,76,-,76,2,500,Purple,No,1970100,197,0100,15371,15371,2600,1,255,999999,-1,-1,-1,,0.939,0.939,0.939,0.947,0.87,0.874,0.872,0.87,Tunic worn by Millicent the Rotting
Traveler's Manchettes,,-,Arm,"Light yet sturdy leather manchettes.

Worn by young women who set off into the world to confront their fate.",1.7,1.6,1.5,1.3,1.0,3.3,3.2,3.2,3.1,13,8,-,25,-,25,1,100,Purple,Yes,1020200,102,0200,14762,14762,2210,2,10,700000,-1,-1,-1,,0.984,0.987,0.985,0.99,0.967,0.968,0.968,0.969,Arm wraps worn by Malenia
Guardian Bracers,,-,Arm,"Engraved golden bracers.
Worn by the guardians of the Minor Erdtrees.

In accordance with an ancient pact with the Erdtree, it is said that their deaths led not to destruction, but instead to renewed, eternal life as guardians.",2.9,2.7,2.5,2.5,2.3,2.9,2.8,2.9,2.9,25,17,-,20,-,19,1,100,Purple,Yes,330200,33,0200,13462,13462,1800,2,10,700010,-1,-1,-1,,0.973,0.975,0.975,0.977,0.971,0.972,0.971,0.971,Gauntlets worn by the people of rotted abundance
Bloodsoaked Manchettes,,-,Arm,"Manchettes formed from tightly-wound bandages soaked through with blood.

Any protection is welcome for the festering arms beneath.",1.4,1.3,1.5,1.0,0.6,3.1,3.1,3.1,3.1,14,9,-,24,-,22,0,500,Purple,Yes,963200,96,3200,14613,14613,1485,2,10,700020,-1,-1,-1,,0.987,0.99,0.985,0.994,0.969,0.969,0.969,0.969,Noble's waistcloth woven with sturdy fabric
